batch,tongue,location,tongue_weight,tongue_temperature,cold_injury,avulsion_injury,poor_quality,method,file,start_time,end_time,contact_time,application_time,detachment_force,metal_temp,avg_temperature,avg_humidity,avg_pressure
3,3,APEX,185,37.0,True,False,False,Motor,12.03.25 14-46-40.csv,2025-03-12T14:45:00Z,2025-03-12T14:46:59Z,5.235214,3.1192139999999995,3.2836764442489663,-33.1524211349368,24.0715384615385,14.0561538461538,995.35358974359
3,3,BASIS,185,33.0,True,True,False,Jerk,12.03.25 14-27-01.csv,2025-03-12T14:25:00Z,2025-03-12T14:27:59Z,2.650992,2.343,20.386262607077928,-24.2829472191996,23.9290322580645,13.9895161290323,995.498387096774
3,4,APEX,215,38.0,True,True,False,Jerk,12.03.25 14-48-53.csv,2025-03-12T14:47:00Z,2025-03-12T14:49:59Z,7.859007,6.715,31.089406395836892,-25.0930852747755,24.1014754098361,14.2522950819672,995.332459016394
3,4,BASIS,215,34.0,False,True,False,Jerk,12.03.25 14-28-55.csv,2025-03-12T14:27:00Z,2025-03-12T14:29:59Z,6.11,3.5020080000000005,26.424550819816034,-18.8890619956241,23.9581355932203,13.928813559322,995.48220338983
3,5,APEX,187,38.0,True,True,True,Jerk,12.03.25 14-50-41.csv,2025-03-12T14:50:00Z,2025-03-12T14:52:59Z,5.098015,4.508,14.12311667302362,-19.3922905184266,24.1318644067797,14.2018644067797,995.330169491525
3,5,BASIS,187,37.0,True,False,False,Motor,12.03.25 14-32-14.csv,2025-03-12T14:31:00Z,2025-03-12T14:32:59Z,5.330248,4.159,2.0921817589505163,-47.4619982143747,23.973,13.924,995.48525
3,6,APEX,224,34.0,True,False,False,Motor,12.03.25 14-35-56.csv,2025-03-12T14:33:00Z,2025-03-12T14:36:59Z,6.112257,3.252,1.5580923296417217,-32.4236858479435,23.9971428571429,14.0202597402597,995.479090909091
3,6,BASIS,224,36.0,True,True,False,Motor,12.03.25 14-52-31.csv,2025-03-12T14:51:00Z,2025-03-12T14:52:59Z,8.180214,4.582212999999999,21.543212111727243,-14.2657144674955,24.1341025641026,14.0728205128205,995.323076923077
4,1,APEX,218,36.0,True,False,False,Jerk,12.03.25 15-18-20.csv,2025-03-12T15:17:00Z,2025-03-12T15:18:59Z,5.4990000000000006,4.179007,10.00072511555983,-35.7537402112647,24.02725,14.371,995.36
4,1,BASIS,218,35.0,True,False,False,Motor,12.03.25 15-30-55.csv,2025-03-12T15:30:00Z,2025-03-12T15:31:59Z,9.893257,7.901214,4.042623594873964,-27.842565615757,24.1539473684211,14.6081578947368,995.370263157895
4,2,APEX,194,34.0,True,False,False,Motor,12.03.25 15-34-33.csv,2025-03-12T15:32:00Z,2025-03-12T15:34:59Z,7.625214000000001,5.008007,5.2923216754479325,-28.4255876318374,24.1649180327869,14.3577049180328,995.355409836066
4,2,BASIS,194,34.0,True,True,False,Jerk,12.03.25 15-20-09.csv,2025-03-12T15:19:00Z,2025-03-12T15:20:59Z,3.736,2.564007,11.310301509258963,-29.5731435385203,24.0592682926829,14.4129268292683,995.371463414634
4,3,APEX,226,34.0,True,True,True,Motor,12.03.25 15-36-17.csv,2025-03-12T15:35:00Z,2025-03-12T15:36:59Z,10.111214,5.12,21.10815220027931,-22.2490454000478,24.1694871794872,14.4376923076923,995.345897435898
4,3,BASIS,226,35.0,True,True,False,Motor,12.03.25 15-22-08.csv,2025-03-12T15:21:00Z,2025-03-12T15:22:59Z,6.855213999999999,4.859342,4.410477427604479,-23.552414008719,24.0839473684211,14.4810526315789,995.391578947368
4,4,APEX,233,32.0,True,True,True,Jerk,12.03.25 15-38-05.csv,2025-03-12T15:37:00Z,2025-03-12T15:38:59Z,3.211,2.635,6.795769810244655,-16.6014724695047,24.1731707317073,14.4185365853659,995.352926829268
4,4,BASIS,233,33.0,True,False,False,Motor,12.03.25 15-25-10.csv,2025-03-12T15:23:00Z,2025-03-12T15:25:59Z,5.934214,3.488007,2.0524024600212067,-51.5097306937187,24.1147540983607,14.4316393442623,995.381639344262
4,5,APEX,148,31.0,True,False,False,Jerk,12.03.25 15-27-10.csv,2025-03-12T15:26:00Z,2025-03-12T15:27:59Z,3.0120000000000005,2.035993,5.217369101675859,-42.2540837639069,24.1392682926829,14.4678048780488,995.381463414634
4,5,BASIS,148,34.0,True,True,False,Jerk,12.03.25 15-39-28.csv,2025-03-12T15:38:00Z,2025-03-12T15:39:59Z,5.09,3.958,21.56833587947207,-12.7327028159546,24.17,14.2995,995.34775
4,6,APEX,175,33.0,True,False,True,Jerk,12.03.25 15-28-57.csv,2025-03-12T15:28:00Z,2025-03-12T15:29:59Z,2.9520060000000004,1.944,5.633586187315173,-34.9605293958566,24.1436585365854,14.7378048780488,995.383902439024
4,6,BASIS,175,29.0,True,False,False,Motor,12.03.25 15-42-56.csv,2025-03-12T15:41:00Z,2025-03-12T15:43:59Z,4.554250000000001,1.415992,4.5677103407408595,-37.5987413432318,24.1852459016393,14.3365573770492,995.313114754098
5,1,APEX,196,37.0,True,False,True,Motor,12.03.25 15-59-53.csv,2025-03-12T15:59:00Z,2025-03-12T16:00:59Z,6.547212,1.44,12.14985408139862,-26.9119081494357,24.0039024390244,14.3751219512195,995.178292682927
5,1,BASIS,196,36.0,True,False,False,Jerk,12.03.25 16-13-24.csv,2025-03-12T16:13:00Z,2025-03-12T16:15:59Z,7.506,7.198,5.393863570083275,-34.7523569212289,24.1356140350877,14.380350877193,995.217368421053
5,2,APEX,196,37.0,True,True,True,Motor,12.03.25 16-01-44.csv,2025-03-12T16:01:00Z,2025-03-12T16:02:59Z,7.441166,2.751,13.723648765880862,-21.1321577812606,24.0573170731707,14.5492682926829,995.17243902439
5,2,BASIS,196,35.0,False,True,False,Motor,12.03.25 16-14-49.csv,2025-03-12T16:14:00Z,2025-03-12T16:15:59Z,5.171214,3.355214,3.071799336267587,-29.6324459018572,24.14,14.3325641025641,995.215384615385
5,3,APEX,220,35.0,True,True,True,Motor,12.03.25 16-17-56.csv,2025-03-12T16:16:00Z,2025-03-12T16:18:59Z,7.592214,3.016,21.35708686568431,-20.6002527005916,24.1468333333333,14.301,995.2005
5,3,BASIS,220,35.0,True,True,False,Jerk,12.03.25 16-04-11.csv,2025-03-12T16:03:00Z,2025-03-12T16:04:59Z,6.028007,4.915998999999999,25.260064184843273,-14.474098870984,24.0766666666667,14.3694871794872,995.204102564103
5,4,APEX,205,35.0,True,True,True,Jerk,12.03.25 16-19-28.csv,2025-03-12T16:18:00Z,2025-03-12T16:20:59Z,8.230993,5.615,18.64916343225431,-17.0602083233006,24.1518032786885,14.4211475409836,995.208360655738
5,4,BASIS,205,36.0,True,False,False,Jerk,12.03.25 16-06-10.csv,2025-03-12T16:05:00Z,2025-03-12T16:06:59Z,2.57898,1.5560000000000005,14.340018534553964,-9.80985108358937,24.1082051282051,14.52,995.225897435897
5,5,APEX,231,36.0,False,True,True,Jerk,12.03.25 16-20-46.csv,2025-03-12T16:20:00Z,2025-03-12T16:20:59Z,2.1990000000000003,1.428013,17.976055821424136,-14.2795525895817,24.1535,14.4185,995.211
5,5,BASIS,231,37.0,True,False,False,Motor,12.03.25 16-09-59.csv,2025-03-12T16:09:00Z,2025-03-12T16:10:59Z,8.769257,6.3339929999999995,3.406154812004999,-49.1971945725689,24.11425,14.3445,995.26
5,6,APEX,158,36.0,True,False,True,Motor,12.03.25 16-11-49.csv,2025-03-12T16:11:00Z,2025-03-12T16:12:59Z,9.288214,4.612,9.922632070819658,-41.0537329197437,24.1266666666667,14.3284615384615,995.238461538462
5,6,BASIS,158,34.0,True,True,False,Jerk,12.03.25 16-22-05.csv,2025-03-12T16:21:00Z,2025-03-12T16:22:59Z,3.778,3.382,18.290102918234485,-11.6548374401048,24.164,14.4695,995.212
6,1,APEX,208,36.0,True,False,True,Motor,12.03.25 16-54-19.csv,2025-03-12T16:53:00Z,2025-03-12T16:54:59Z,11.866199,6.1639930000000005,12.09311623924155,-24.8307718949184,24.1576923076923,14.8682051282051,995.263076923077
6,1,BASIS,208,36.0,True,True,False,Motor,12.03.25 16-40-59.csv,2025-03-12T16:40:00Z,2025-03-12T16:41:59Z,5.187213,2.852,5.804218443248792,-36.2337750620761,24.0835,14.934,995.198
6,2,APEX,207,35.0,True,False,True,Jerk,12.03.25 16-57-55.csv,2025-03-12T16:56:00Z,2025-03-12T16:58:59Z,4.656015,2.148000000000001,5.17277441392879,-37.5120547551008,24.1447457627119,14.6327118644068,995.291016949153
6,2,BASIS,207,36.0,True,True,False,Jerk,12.03.25 16-42-47.csv,2025-03-12T16:42:00Z,2025-03-12T16:42:59Z,6.811992999999999,5.508001999999999,23.257699895580515,-28.5670530316428,24.1128571428571,15.0695238095238,995.19
6,3,APEX,180,35.0,True,False,True,Jerk,12.03.25 16-59-34.csv,2025-03-12T16:58:00Z,2025-03-12T16:59:59Z,5.648000000000001,4.6080000000000005,10.916905179321205,-31.825823170748,24.14925,14.8725,995.29525
6,3,BASIS,180,36.0,True,True,False,Jerk,12.03.25 16-44-35.csv,2025-03-12T16:43:00Z,2025-03-12T16:44:59Z,3.819,3.3480000000000003,25.1516132540781,-21.8744802865061,24.1209756097561,14.8065853658537,995.199756097561
6,4,APEX,225,36.0,True,False,False,Motor,12.03.25 16-48-43.csv,2025-03-12T16:47:00Z,2025-03-12T16:48:59Z,4.548382,3.1551419999999997,1.5432274337260325,-45.237017033354,24.1131578947368,14.8542105263158,995.2
6,4,BASIS,225,35.0,True,True,False,Jerk,12.03.25 17-00-57.csv,2025-03-12T17:00:00Z,2025-03-12T17:01:59Z,5.16,2.8909850000000006,26.0502066804181,-27.4646747711535,24.1631578947368,14.6984210526316,995.318947368421
6,5,APEX,147,36.0,True,False,True,Motor,12.03.25 16-50-53.csv,2025-03-12T16:49:00Z,2025-03-12T16:51:59Z,6.708214,2.508,13.336324013148104,-36.4897272585388,24.1424137931035,14.8386206896552,995.236724137931
6,5,BASIS,147,33.0,True,True,False,Motor,12.03.25 17-02-42.csv,2025-03-12T17:01:00Z,2025-03-12T17:03:59Z,5.2422640000000005,2.243007,20.031180022951038,-22.4308953460661,24.1737931034483,14.6589655172414,995.315172413793
6,6,APEX,178,36.0,True,False,True,Motor,12.03.25 16-52-43.csv,2025-03-12T16:51:00Z,2025-03-12T16:52:59Z,7.235214,3.186,4.443347690403967,-29.955334759106,24.1575609756098,14.7309756097561,995.259512195122
6,6,BASIS,178,35.0,True,False,False,Jerk,12.03.25 17-05-58.csv,2025-03-12T17:05:00Z,2025-03-12T17:06:59Z,6.562,4.024000999999999,39.3440296531312,-33.0930873517439,24.1569230769231,15.0012820512821,995.306923076923
7,1,APEX,222,35.0,True,True,True,Motor,12.03.25 17-45-51.csv,2025-03-12T17:45:00Z,2025-03-12T17:46:59Z,13.072214,4.908,29.19067764852155,-29.0432747123024,24.0841025641026,14.5607692307692,995.244871794872
7,1,BASIS,222,35.0,True,False,False,Jerk,12.03.25 17-34-20.csv,2025-03-12T17:33:00Z,2025-03-12T17:34:59Z,2.648,2.444,6.053362473385001,-46.1276402495544,24.00975,14.57875,995.26275
7,2,APEX,262,35.0,True,False,True,Jerk,12.03.25 17-35-53.csv,2025-03-12T17:34:00Z,2025-03-12T17:36:59Z,6.156,2.42,10.057881687179307,-39.3913885334661,24.0366666666667,14.6685,995.258166666667
7,2,BASIS,262,34.0,True,False,False,Jerk,12.03.25 17-50-01.csv,2025-03-12T17:49:00Z,2025-03-12T17:50:59Z,2.587,2.263,6.690459350447587,-42.3940995444743,24.0805128205128,14.82,995.296666666667
7,3,APEX,209,36.0,True,False,True,Jerk,12.03.25 17-37-39.csv,2025-03-12T17:37:00Z,2025-03-12T17:39:59Z,4.700986,1.3859930000000005,24.264744252685688,-32.4985875740467,24.047868852459,14.5249180327869,995.249508196721
7,3,BASIS,209,34.0,True,False,False,Motor,12.03.25 17-51-26.csv,2025-03-12T17:50:00Z,2025-03-12T17:51:59Z,9.931198,7.699214,18.15317838402517,-37.5974003022874,24.0915384615385,14.874358974359,995.309743589744
7,4,APEX,213,32.0,True,True,True,Motor,12.03.25 17-53-54.csv,2025-03-12T17:53:00Z,2025-03-12T17:54:59Z,6.710258,2.564007,16.82287488193655,-24.7826276137885,24.0975609756098,14.7390243902439,995.332926829268
7,4,BASIS,213,35.0,True,True,False,Motor,12.03.25 17-39-58.csv,2025-03-12T17:39:00Z,2025-03-12T17:41:59Z,8.250212999999999,5.892,10.74396991134431,-55.2915009528701,24.05,14.5711666666667,995.241166666667
7,5,APEX,178,33.0,True,False,True,Jerk,12.03.25 17-42-27.csv,2025-03-12T17:40:00Z,2025-03-12T17:42:59Z,4.306,1.679002,5.575382792039655,-42.9175051339723,24.0581034482759,14.6196551724138,995.238965517241
7,5,BASIS,178,33.0,True,False,False,Motor,12.03.25 17-55-43.csv,2025-03-12T17:55:00Z,2025-03-12T17:56:59Z,8.155214,4.595,12.962189238481379,-20.3783362141674,24.1089743589744,14.7797435897436,995.351025641026
7,6,APEX,203,33.0,True,True,True,Jerk,12.03.25 17-57-08.csv,2025-03-12T17:57:00Z,2025-03-12T17:59:59Z,8.247993,6.22,16.401004948554654,-17.2213800683634,24.0862295081967,14.5926229508197,995.342950819672
7,6,BASIS,203,35.0,True,False,False,Motor,12.03.25 17-44-18.csv,2025-03-12T17:43:00Z,2025-03-12T17:44:59Z,5.555206,2.9022129999999997,5.634842375702411,-34.9707600278212,24.078,14.77125,995.23775
8,1,APEX,251,34.0,True,False,True,Jerk,12.03.25 18-23-48.csv,2025-03-12T18:23:00Z,2025-03-12T18:24:59Z,3.1479930000000005,2.1159929999999996,8.362027364403447,-38.7878771348763,24.0667567567568,14.4997297297297,995.350810810811
8,1,BASIS,251,33.0,True,False,False,Jerk,12.03.25 18-09-20.csv,2025-03-12T18:08:00Z,2025-03-12T18:09:59Z,4.923007,3.883014999999999,11.773416294688621,-39.2706772868613,24.0210256410256,14.7451282051282,995.33641025641
