Batch;Tunge nr;Plassering;Kraft;Filnavn;Vekt [gr];Start time;End time;Tongue Temp (IR);Pipe temp sensor;Pipe temp IR;Frostskade;Avrivningsskade;Dårlig kvalitet;Kommentar;contact_time(s);total_force_app_time(s);num_force_applications;detach_force(g);plot_path
1;5;APEX;Rykk;11.03.25 15-55-41.csv;213;11.03.25 15-55-00;11.03.25 15-57-59;34.0;-17.0;-17.0;TRUE;TRUE;FALSE;Satt godt, lang hold, løs men god apex;8.726954000000001;6.363999999999999;1;1963.726383743842;./main/output/plots/11.03.25 15-55-41.png
1;6;APEX;Rykk;11.03.25 15-57-17.csv;168;11.03.25 15-56-00;11.03.25 15-58-59;34.5;-18.0;-11.0;TRUE;TRUE;FALSE;ok hinne, liten frostskade, synlig avrivning;2.986993;2.099443;1;927.0489640394088;./main/output/plots/11.03.25 15-57-17.png
2;1;BASIS;Motor;12.03.25 13-25-11.csv;187;12.03.25 13-23-00;12.03.25 13-25-59;34.0;;-5.0;TRUE;FALSE;FALSE;Står apex på bildet;8.172213;4.563000000000001;2;335.9519724137932;./main/output/plots/12.03.25 13-25-11.png
2;2;BASIS;Rykk;12.03.25 13-27-44.csv;184;12.03.25 13-26-00;12.03.25 13-28-59;35.0;1.5;-7.0;TRUE;TRUE;FALSE;Fin skade;5.010992;4.6550069999999995;1;2837.252750246306;./main/output/plots/12.03.25 13-27-44.png
2;3;APEX;Motor;12.03.25 13-30-28.csv;159;12.03.25 13-29-00;12.03.25 13-30-59;37.0;-2.0;-4.0;TRUE;TRUE;TRUE;dårlig apex;6.5902140000000005;1.6359999999999997;1;596.5624024630541;./main/output/plots/12.03.25 13-30-28.png
2;4;APEX;Motor;12.03.25 13-32-57.csv;173;12.03.25 13-31-00;12.03.25 13-33-59;34.0;-6.0;-1.0;FALSE;TRUE;FALSE;delvis avrivning, middels apex, litt mye blod på overflate: tunga er på formalin;7.147214000000001;5.79907;1;317.61295714285717;./main/output/plots/12.03.25 13-32-57.png
2;5;APEX;Rykk;12.03.25 13-36-38.csv;173;12.03.25 13-35-00;12.03.25 13-37-59;36.0;;-18.0;TRUE;FALSE;FALSE;middels apex, god skade;4.152;3.176017;1;161.7420019704431;./main/output/plots/12.03.25 13-36-38.png
2;6;BASIS;Rykk;12.03.25 13-38-38.csv;209;12.03.25 13-37-00;12.03.25 13-39-59;37.0;-19.0;-13.0;TRUE;TRUE;FALSE;minimal avrivning;5.327;4.415992000000001;1;759.7348049261086;./main/output/plots/12.03.25 13-38-38.png
2;1;APEX;Rykk;12.03.25 13-40-44.csv;187;12.03.25 13-39-00;12.03.25 13-41-59;33.0;-26.0;-11.0;TRUE;TRUE;TRUE;"Står basis på bildet. Står ""før"" på etterbildet. Løs hinne";3.051985;2.2960000000000003;1;1179.3758807881773;./main/output/plots/12.03.25 13-40-44.png
2;2;APEX;Motor;12.03.25 13-42-54.csv;184;12.03.25 13-42-00;12.03.25 13-44-59;34.0;-25.0;-9.0;TRUE;TRUE;TRUE;ok skade, dårlig apex med løs/ingen hinne;7.771214;6.010207;2;301.75045615763537;./main/output/plots/12.03.25 13-42-54.png
2;3;BASIS;Motor;12.03.25 13-45-44.csv;159;12.03.25 13-44-00;12.03.25 13-46-59;35.0;-17.0;-6.0;TRUE;FALSE;FALSE;;6.679213;4.028;1;963.8764394088672;./main/output/plots/12.03.25 13-45-44.png
2;4;BASIS;Motor;12.03.25 13-47-31.csv;173;12.03.25 13-46-00;12.03.25 13-47-59;36.0;-17.0;-10.0;TRUE;TRUE;FALSE;tunga er på formalin, fin skade;6.911213999999999;3.2679850000000004;1;1596.775284236453;./main/output/plots/12.03.25 13-47-31.png
2;5;BASIS;Rykk;12.03.25 13-50-48.csv;173;12.03.25 13-50-00;12.03.25 13-51-59;37.0;-15.0;-4.0;FALSE;TRUE;FALSE;dårlig rykk, liten avrivning;2.368015;1.576;1;1697.3303039408866;./main/output/plots/12.03.25 13-50-48.png
2;6;APEX;Rykk;12.03.25 13-52-22.csv;209;12.03.25 13-51-00;12.03.25 13-52-59;36.0;-12.0;0.0;TRUE;TRUE;TRUE;dårlig apex;2.9299999999999997;2.0749930000000005;1;193.72319507389156;./main/output/plots/12.03.25 13-52-22.png
3;1;APEX;Rykk;12.03.25 14-22-44.csv;184;12.03.25 14-21-00;12.03.25 14-23-59;34.0;-11.0;-21.0;TRUE;FALSE;FALSE;Enormt god kvalitet, på formalin. Liten skade på apex høyre side fra før;8.183214;4.1079989999999995;1;1610.374763546798;./main/output/plots/12.03.25 14-22-44.png
3;2;APEX;Motor;12.03.25 14-24-46.csv;214;12.03.25 14-23-00;12.03.25 14-25-59;34.0;-16.0;-17.0;TRUE;FALSE;TRUE;"Står ""før"" på etterbilde";9.107214;6.648;1;668.9150482758621;./main/output/plots/12.03.25 14-24-46.png
3;3;BASIS;Rykk;12.03.25 14-27-01.csv;185;12.03.25 14-25-00;12.03.25 14-27-59;33.0;-21.0;-14.0;TRUE;TRUE;FALSE;fin skade;2.650992;2.343;1;2078.8202502463055;./main/output/plots/12.03.25 14-27-01.png
3;4;BASIS;Rykk;12.03.25 14-28-55.csv;215;12.03.25 14-27-00;12.03.25 14-29-59;34.0;-22.0;-9.0;FALSE;TRUE;FALSE;Satt veldig godt, brukte 3 forsøk på rykk;6.11;3.5020080000000005;1;2694.5542891625614;./main/output/plots/12.03.25 14-28-55.png
3;5;BASIS;Motor;12.03.25 14-32-14.csv;187;12.03.25 14-31-00;12.03.25 14-32-59;37.0;;-22.0;TRUE;FALSE;FALSE;ok frostskade;5.330248;4.159;1;213.34316600985215;./main/output/plots/12.03.25 14-32-14.png
3;6;APEX;Motor;12.03.25 14-35-56.csv;224;12.03.25 14-33-00;12.03.25 14-36-59;34.0;-21.0;-27.0;TRUE;FALSE;FALSE;middels apex, løsnet lett;6.112257;3.252;1;158.88120098522143;./main/output/plots/12.03.25 14-35-56.png
3;1;BASIS;Motor;12.03.25 14-38-26.csv;184;12.03.25 14-37-00;12.03.25 14-38-59;32.0;-27.0;-11.0;TRUE;FALSE;FALSE;Løsnet lett, på formalin;0.012;0.0;0;1.7933379310347242;./main/output/plots/12.03.25 14-38-26.png
3;2;BASIS;Rykk;12.03.25 14-42-25.csv;214;12.03.25 14-41-00;12.03.25 14-42-59;38.0;-19.0;-5.0;TRUE;TRUE;FALSE;Satt veldig godt, seigt rykk;5.087;4.467;2;2714.942833497537;./main/output/plots/12.03.25 14-42-25.png
3;3;APEX;Motor;12.03.25 14-46-40.csv;185;12.03.25 14-45-00;12.03.25 14-46-59;37.0;-9.0;-15.0;TRUE;FALSE;FALSE;"Står ""før"" på etterbildet, middels apex, løsnet lett";5.235214;3.1192139999999995;1;334.8418108374385;./main/output/plots/12.03.25 14-46-40.png
3;4;APEX;Rykk;12.03.25 14-48-53.csv;215;12.03.25 14-47-00;12.03.25 14-49-59;38.0;-14.0;-11.0;TRUE;TRUE;FALSE;Stor avrivningsskade;7.859007;6.715;1;3170.237175369458;./main/output/plots/12.03.25 14-48-53.png
3;5;APEX;Rykk;12.03.25 14-50-41.csv;187;12.03.25 14-50-00;12.03.25 14-52-59;38.0;-18.0;-7.0;TRUE;TRUE;TRUE;"mistet tunga før rykk, brukte ikke strikkepinne. Står ""før"" på etterbildet";5.098015;4.508;1;1440.1571049261083;./main/output/plots/12.03.25 14-50-41.png
3;6;BASIS;Motor;12.03.25 14-52-31.csv;224;12.03.25 14-51-00;12.03.25 14-52-59;36.0;-17.0;-5.0;TRUE;TRUE;FALSE;Stor avrivningsskade;8.180214;4.582212999999999;1;2196.796266995074;./main/output/plots/12.03.25 14-52-31.png
4;1;APEX;Rykk;12.03.25 15-18-20.csv;218;12.03.25 15-17-00;12.03.25 15-18-59;36.0;-6.0;-16.0;TRUE;FALSE;FALSE;middels apex, pent rykk og frostskade;5.4990000000000006;4.179007;1;1019.7901541871922;./main/output/plots/12.03.25 15-18-20.png
4;2;BASIS;Rykk;12.03.25 15-20-09.csv;194;12.03.25 15-19-00;12.03.25 15-20-59;34.0;-6.0;-15.0;TRUE;TRUE;FALSE;;3.736;2.564007;1;1153.3297822660095;./main/output/plots/12.03.25 15-20-09.png
4;3;BASIS;Motor;12.03.25 15-22-08.csv;226;12.03.25 15-21-00;12.03.25 15-22-59;35.0;-18.0;-12.0;TRUE;TRUE;FALSE;liten avrivningsskade, kjørte først feil vei med motor;6.855213999999999;4.859342;1;449.74353399014745;./main/output/plots/12.03.25 15-22-08.png
4;4;BASIS;Motor;12.03.25 15-25-10.csv;233;12.03.25 15-23-00;12.03.25 15-25-59;33.0;-10.0;-26.0;TRUE;FALSE;FALSE;løsnet lett, lite kontaktareal;5.934214;3.488007;1;209.2868064039409;./main/output/plots/12.03.25 15-25-10.png
4;5;APEX;Rykk;12.03.25 15-27-10.csv;148;12.03.25 15-26-00;12.03.25 15-27-59;31.0;-21.0;-20.0;TRUE;FALSE;FALSE;middels apex, ok skade;3.0120000000000005;2.035993;1;532.0235862068963;./main/output/plots/12.03.25 15-27-10.png
4;6;APEX;Rykk;12.03.25 15-28-57.csv;175;12.03.25 15-28-00;12.03.25 15-29-59;33.0;-27.0;-17.0;TRUE;FALSE;TRUE;løsnet fint;2.9520060000000004;1.944;1;574.4659172413794;./main/output/plots/12.03.25 15-28-57.png
4;1;BASIS;Motor;12.03.25 15-30-55.csv;218;12.03.25 15-30-00;12.03.25 15-31-59;35.0;-29.0;-14.8;TRUE;FALSE;FALSE;Lite kontaktareal med rør;9.893257;7.901214;2;412.2328822660097;./main/output/plots/12.03.25 15-30-55.png
4;2;APEX;Motor;12.03.25 15-34-33.csv;194;12.03.25 15-32-00;12.03.25 15-34-59;34.0;-11.0;-17.0;TRUE;FALSE;FALSE;ok apex, løsnet greit;7.625214000000001;5.008007;1;539.666621674877;./main/output/plots/12.03.25 15-34-33.png
4;3;APEX;Motor;12.03.25 15-36-17.csv;226;12.03.25 15-35-00;12.03.25 15-36-59;34.0;-8.0;-12.0;TRUE;TRUE;TRUE;avrivning i løs hinne som ble strukket langt;10.111214;5.12;1;2152.4325024630543;./main/output/plots/12.03.25 15-36-17.png
